Pokemon_Name,Pokemon_Tier,Level,HP_Percent,Status_Effect,Pokeball_Type,Catch_Result
Poliwag,Common,45,34,Paralyze,Ultra Ball,Caught
Bidoof,Common,48,11,None,Great Ball,Escaped
Caterpie,Common,85,39,Poison,Great Ball,Escaped
Geodude,Common,68,9,None,Ultra Ball,Caught
Oddish,Common,36,82,None,Poke Ball,Escaped
Giratina,Legendary,44,25,None,Great Ball,Escaped
Geodude,Common,92,30,Sleep,Ultra Ball,Caught
Bagon,Rare,17,9,Sleep,Poke Ball,Escaped
Bidoof,Common,94,72,Paralyze,Great Ball,Escaped
Rattata,Common,31,70,None,Poke Ball,Escaped
Weedle,Common,11,73,Paralyze,Poke Ball,Escaped
Geodude,Common,51,9,None,Poke Ball,Escaped
Aerodactyl,Rare,96,40,Sleep,Poke Ball,Escaped
Gyarados,Rare,7,77,Sleep,Great Ball,Escaped
Bidoof,Common,14,71,Paralyze,Poke Ball,Escaped
Bidoof,Common,9,65,Paralyze,Poke Ball,Escaped
Rattata,Common,70,61,Paralyze,Poke Ball,Escaped
Oddish,Common,22,8,None,Ultra Ball,Caught
Beldum,Rare,28,44,Sleep,Great Ball,Caught
Caterpie,Common,32,49,Paralyze,Great Ball,Caught
Sentret,Common,51,42,Sleep,Great Ball,Caught
Geodude,Common,19,68,None,Great Ball,Escaped
Larvitar,Rare,71,53,None,Poke Ball,Escaped
Zapdos,Legendary,73,31,None,Poke Ball,Escaped
Gyarados,Rare,7,17,Poison,Ultra Ball,Caught
Magikarp,Common,35,96,Paralyze,Great Ball,Escaped
Poliwag,Common,26,78,None,Poke Ball,Escaped
Bagon,Rare,63,5,None,Ultra Ball,Caught
Aerodactyl,Rare,24,37,None,Poke Ball,Escaped
Weedle,Common,34,99,Sleep,Poke Ball,Caught
Pidgey,Common,57,58,Poison,Poke Ball,Escaped
Zigzagoon,Common,53,92,None,Ultra Ball,Caught
Sentret,Common,33,9,Sleep,Poke Ball,Caught
Geodude,Common,49,11,None,Great Ball,Escaped
Weedle,Common,72,81,None,Great Ball,Escaped
Zigzagoon,Common,20,30,None,Poke Ball,Escaped
Kyogre,Legendary,1,63,None,Great Ball,Escaped
Zigzagoon,Common,54,45,Paralyze,Ultra Ball,Caught
Arceus,Legendary,38,70,None,Poke Ball,Escaped
Zubat,Common,37,90,Paralyze,Ultra Ball,Caught
Caterpie,Common,7,45,Paralyze,Great Ball,Caught
Caterpie,Common,76,21,None,Great Ball,Escaped
Zigzagoon,Common,9,13,None,Poke Ball,Escaped
Weedle,Common,96,27,None,Poke Ball,Escaped
Aerodactyl,Rare,44,86,None,Great Ball,Escaped
Zubat,Common,97,28,None,Poke Ball,Escaped
Arcanine,Rare,38,86,None,Great Ball,Escaped
Bidoof,Common,1,21,None,Ultra Ball,Caught
Sentret,Common,87,72,None,Ultra Ball,Escaped
Ho-Oh,Legendary,39,45,Paralyze,Great Ball,Escaped
Sentret,Common,45,100,Poison,Ultra Ball,Caught
Bidoof,Common,63,97,Poison,Ultra Ball,Escaped
Bidoof,Common,36,43,Sleep,Great Ball,Caught
Magikarp,Common,63,19,Sleep,Poke Ball,Caught
Giratina,Legendary,47,71,Paralyze,Ultra Ball,Escaped
Caterpie,Common,86,45,None,Poke Ball,Escaped
Arcanine,Rare,94,60,None,Ultra Ball,Escaped
Ho-Oh,Legendary,95,20,None,Great Ball,Escaped
Geodude,Common,49,68,None,Poke Ball,Escaped
Magikarp,Common,98,31,Paralyze,Poke Ball,Escaped
Caterpie,Common,78,33,Sleep,Poke Ball,Escaped
Magikarp,Common,10,59,None,Poke Ball,Escaped
Oddish,Common,94,93,Sleep,Ultra Ball,Escaped
Sentret,Common,13,2,None,Poke Ball,Caught
Sentret,Common,23,51,None,Great Ball,Escaped
Dratini,Rare,14,42,None,Great Ball,Escaped
Zigzagoon,Common,39,6,Poison,Ultra Ball,Caught
Zigzagoon,Common,82,56,Paralyze,Great Ball,Caught
Dratini,Rare,19,87,Poison,Poke Ball,Escaped
Bagon,Rare,12,61,None,Poke Ball,Escaped
Beldum,Rare,53,97,None,Poke Ball,Escaped
Palkia,Legendary,18,14,Sleep,Ultra Ball,Caught
Weedle,Common,42,84,Sleep,Ultra Ball,Caught
Arcanine,Rare,81,76,None,Ultra Ball,Escaped
Caterpie,Common,22,65,None,Poke Ball,Escaped
Chansey,Rare,73,41,Sleep,Great Ball,Escaped
Weedle,Common,14,91,Poison,Great Ball,Escaped
Scyther,Rare,61,61,None,Ultra Ball,Escaped
Caterpie,Common,3,84,Sleep,Great Ball,Caught
Poliwag,Common,70,88,None,Great Ball,Escaped
Zigzagoon,Common,9,38,Paralyze,Poke Ball,Escaped
Zigzagoon,Common,81,73,Sleep,Poke Ball,Escaped
Geodude,Common,19,98,None,Poke Ball,Escaped
Gible,Rare,9,61,None,Poke Ball,Escaped
Weedle,Common,29,79,None,Great Ball,Escaped
Zigzagoon,Common,12,78,Sleep,Ultra Ball,Caught
Poliwag,Common,10,63,None,Poke Ball,Escaped
Caterpie,Common,25,87,None,Great Ball,Escaped
Zubat,Common,65,3,Sleep,Great Ball,Caught
Chansey,Rare,99,56,None,Ultra Ball,Escaped
Zubat,Common,58,46,Paralyze,Great Ball,Caught
Pidgey,Common,22,57,None,Ultra Ball,Escaped
Poliwag,Common,89,40,None,Poke Ball,Escaped
Sentret,Common,46,24,None,Poke Ball,Escaped
Weedle,Common,99,44,Sleep,Ultra Ball,Caught
Poliwag,Common,40,78,Paralyze,Ultra Ball,Caught
Oddish,Common,39,83,None,Ultra Ball,Caught
Caterpie,Common,84,65,Paralyze,Ultra Ball,Caught
Oddish,Common,43,6,None,Great Ball,Escaped
Poliwag,Common,47,31,None,Great Ball,Escaped
Bagon,Rare,79,50,Sleep,Ultra Ball,Escaped
Caterpie,Common,4,32,Sleep,Poke Ball,Caught
Arcanine,Rare,59,89,Sleep,Poke Ball,Escaped
Pidgey,Common,89,14,Paralyze,Ultra Ball,Caught
Magikarp,Common,59,36,None,Great Ball,Escaped
Sentret,Common,82,95,Paralyze,Ultra Ball,Escaped
Weedle,Common,3,69,Sleep,Great Ball,Escaped
Pidgey,Common,4,64,None,Ultra Ball,Caught
Magikarp,Common,51,8,None,Ultra Ball,Caught
Scyther,Rare,95,17,None,Great Ball,Escaped
Bidoof,Common,72,91,None,Ultra Ball,Escaped
Zigzagoon,Common,70,43,Sleep,Poke Ball,Escaped
Bidoof,Common,55,77,None,Poke Ball,Escaped
Geodude,Common,38,3,Poison,Poke Ball,Escaped
Pidgey,Common,17,72,Sleep,Great Ball,Caught
Magikarp,Common,42,89,None,Great Ball,Escaped
Pidgey,Common,59,55,None,Ultra Ball,Escaped
Caterpie,Common,8,76,None,Poke Ball,Escaped
Zigzagoon,Common,23,66,Paralyze,Ultra Ball,Caught
Snorlax,Rare,35,53,None,Ultra Ball,Escaped
Scyther,Rare,34,9,Paralyze,Poke Ball,Escaped
Larvitar,Rare,19,66,None,Great Ball,Escaped
Oddish,Common,18,31,Paralyze,Ultra Ball,Caught
Geodude,Common,39,35,Paralyze,Poke Ball,Caught
Lapras,Rare,86,55,None,Poke Ball,Escaped
Bidoof,Common,93,40,None,Great Ball,Escaped
Rattata,Common,46,41,None,Ultra Ball,Caught
Geodude,Common,52,9,Sleep,Ultra Ball,Caught
Aerodactyl,Rare,45,65,Paralyze,Great Ball,Escaped
Geodude,Common,81,63,None,Great Ball,Escaped
Snorlax,Rare,1,76,None,Ultra Ball,Escaped
Dialga,Legendary,9,57,None,Ultra Ball,Escaped
Geodude,Common,1,69,Sleep,Poke Ball,Escaped
Pidgey,Common,93,92,Sleep,Ultra Ball,Caught
Bagon,Rare,49,55,Poison,Poke Ball,Escaped
Poliwag,Common,3,41,None,Great Ball,Escaped
Sentret,Common,14,16,None,Poke Ball,Caught
Sentret,Common,6,77,None,Poke Ball,Escaped
Mewtwo,Legendary,5,30,None,Ultra Ball,Escaped
Sentret,Common,8,47,Paralyze,Ultra Ball,Caught
Caterpie,Common,54,94,None,Great Ball,Escaped
Rattata,Common,94,86,None,Ultra Ball,Escaped
Zigzagoon,Common,21,93,None,Great Ball,Escaped
Bagon,Rare,58,54,None,Poke Ball,Escaped
Lugia,Legendary,73,99,None,Great Ball,Escaped
Zubat,Common,63,51,Paralyze,Ultra Ball,Caught
Rayquaza,Legendary,92,91,Poison,Ultra Ball,Escaped
Zubat,Common,29,23,None,Great Ball,Escaped
Gyarados,Rare,4,29,None,Great Ball,Escaped
Caterpie,Common,36,77,Sleep,Ultra Ball,Caught
Pidgey,Common,31,20,Paralyze,Great Ball,Caught
Sentret,Common,33,17,None,Poke Ball,Caught
Rayquaza,Legendary,37,48,Sleep,Great Ball,Escaped
Chansey,Rare,54,65,Poison,Ultra Ball,Escaped
Ho-Oh,Legendary,18,73,None,Great Ball,Escaped
Zigzagoon,Common,36,44,None,Great Ball,Caught
Bagon,Rare,2,13,None,Great Ball,Escaped
Weedle,Common,11,26,None,Poke Ball,Escaped
Dratini,Rare,4,22,Sleep,Ultra Ball,Caught
Caterpie,Common,61,55,None,Poke Ball,Escaped
Chansey,Rare,49,53,None,Great Ball,Escaped
Zubat,Common,92,59,Poison,Poke Ball,Escaped
Zubat,Common,84,60,None,Poke Ball,Escaped
Pidgey,Common,38,82,None,Ultra Ball,Escaped
Arcanine,Rare,93,11,None,Great Ball,Escaped
Pidgey,Common,86,71,Poison,Great Ball,Escaped
Weedle,Common,78,10,Paralyze,Poke Ball,Escaped
Magikarp,Common,97,83,Paralyze,Great Ball,Escaped
Zubat,Common,31,48,None,Ultra Ball,Caught
Magikarp,Common,43,64,None,Ultra Ball,Caught
Dialga,Legendary,38,18,None,Great Ball,Escaped
Dratini,Rare,28,91,None,Great Ball,Escaped
Arceus,Legendary,18,28,None,Ultra Ball,Escaped
Larvitar,Rare,83,72,Poison,Poke Ball,Escaped
Oddish,Common,75,98,None,Ultra Ball,Escaped
Caterpie,Common,84,35,Sleep,Ultra Ball,Caught
Gyarados,Rare,77,29,None,Poke Ball,Escaped
Rattata,Common,27,64,None,Great Ball,Escaped
Zubat,Common,49,90,Sleep,Ultra Ball,Caught
Beldum,Rare,8,88,Poison,Great Ball,Escaped
Gible,Rare,21,98,None,Ultra Ball,Escaped
Dratini,Rare,56,44,Paralyze,Ultra Ball,Caught
Poliwag,Common,47,34,Paralyze,Great Ball,Caught
Lugia,Legendary,59,39,None,Poke Ball,Escaped
Zapdos,Legendary,92,80,None,Ultra Ball,Escaped
Oddish,Common,22,15,None,Great Ball,Caught
Sentret,Common,22,52,None,Ultra Ball,Caught
Pidgey,Common,97,88,None,Poke Ball,Escaped
Groudon,Legendary,87,1,Paralyze,Great Ball,Escaped
Bidoof,Common,31,61,None,Great Ball,Escaped
Oddish,Common,76,54,Paralyze,Great Ball,Escaped
Gible,Rare,1,63,None,Poke Ball,Escaped
Bidoof,Common,14,75,Poison,Great Ball,Escaped
Gible,Rare,6,34,Sleep,Great Ball,Caught
Palkia,Legendary,70,78,None,Poke Ball,Escaped
Weedle,Common,37,13,None,Ultra Ball,Caught
Rayquaza,Legendary,44,68,None,Great Ball,Escaped
Caterpie,Common,51,43,None,Poke Ball,Escaped
Poliwag,Common,79,32,Poison,Ultra Ball,Caught
Arcanine,Rare,70,70,Paralyze,Poke Ball,Escaped
Arceus,Legendary,82,37,Paralyze,Poke Ball,Escaped
Poliwag,Common,9,14,Sleep,Great Ball,Caught
Scyther,Rare,22,11,None,Great Ball,Escaped
Magikarp,Common,52,54,None,Great Ball,Escaped
Weedle,Common,50,43,None,Ultra Ball,Caught
Sentret,Common,76,37,Sleep,Great Ball,Escaped
Gyarados,Rare,24,78,None,Poke Ball,Escaped
Weedle,Common,72,19,Sleep,Poke Ball,Escaped
Zapdos,Legendary,69,90,None,Great Ball,Escaped
Palkia,Legendary,29,74,None,Great Ball,Escaped
Poliwag,Common,34,10,None,Great Ball,Caught
Bagon,Rare,55,45,Paralyze,Ultra Ball,Caught
Magikarp,Common,98,7,Paralyze,Great Ball,Caught
Bidoof,Common,75,47,Sleep,Ultra Ball,Caught
Groudon,Legendary,20,97,None,Ultra Ball,Escaped
Gyarados,Rare,7,96,Sleep,Ultra Ball,Caught
Zubat,Common,64,12,None,Poke Ball,Escaped
Chansey,Rare,15,39,Poison,Great Ball,Escaped
Larvitar,Rare,53,47,None,Great Ball,Escaped
Zigzagoon,Common,14,85,Sleep,Ultra Ball,Caught
Zigzagoon,Common,42,21,Paralyze,Great Ball,Caught
Snorlax,Rare,54,45,Paralyze,Poke Ball,Escaped
Magikarp,Common,66,20,Paralyze,Ultra Ball,Caught
Oddish,Common,79,34,None,Great Ball,Escaped
Zigzagoon,Common,72,26,None,Poke Ball,Escaped
Rattata,Common,56,58,Paralyze,Ultra Ball,Caught
Gible,Rare,51,60,None,Ultra Ball,Escaped
Gyarados,Rare,19,41,Poison,Ultra Ball,Caught
Dratini,Rare,78,72,None,Great Ball,Escaped
Gible,Rare,30,74,None,Great Ball,Escaped
Sentret,Common,67,35,Sleep,Great Ball,Escaped
Articuno,Legendary,73,1,None,Ultra Ball,Escaped
Caterpie,Common,57,24,None,Great Ball,Escaped
Rattata,Common,96,55,None,Ultra Ball,Escaped
Pidgey,Common,28,29,None,Ultra Ball,Escaped
Aerodactyl,Rare,54,41,None,Poke Ball,Escaped
Chansey,Rare,92,52,None,Ultra Ball,Escaped
Kyogre,Legendary,52,2,None,Ultra Ball,Escaped
Chansey,Rare,85,40,Poison,Great Ball,Escaped
Pidgey,Common,99,1,Paralyze,Ultra Ball,Caught
Scyther,Rare,87,46,Paralyze,Poke Ball,Escaped
Dratini,Rare,51,38,Poison,Great Ball,Escaped
Rattata,Common,84,28,Sleep,Poke Ball,Escaped
Lugia,Legendary,92,31,Sleep,Poke Ball,Escaped
Caterpie,Common,35,32,Paralyze,Ultra Ball,Caught
Oddish,Common,37,3,None,Great Ball,Caught
Rattata,Common,18,30,None,Great Ball,Escaped
Zigzagoon,Common,60,19,None,Poke Ball,Escaped
Arcanine,Rare,27,82,Sleep,Poke Ball,Escaped
Pidgey,Common,59,93,Paralyze,Ultra Ball,Escaped
Chansey,Rare,83,82,None,Poke Ball,Escaped
Dratini,Rare,66,77,Sleep,Great Ball,Escaped
Poliwag,Common,51,23,None,Ultra Ball,Caught
Poliwag,Common,8,8,None,Great Ball,Caught
Weedle,Common,90,3,None,Great Ball,Escaped
Rattata,Common,61,71,None,Great Ball,Escaped
Bidoof,Common,43,19,Paralyze,Great Ball,Caught
Rattata,Common,81,71,Paralyze,Great Ball,Escaped
Weedle,Common,77,72,Poison,Great Ball,Escaped
Aerodactyl,Rare,28,40,None,Great Ball,Escaped
Gyarados,Rare,68,37,None,Poke Ball,Escaped
Mewtwo,Legendary,97,45,None,Poke Ball,Escaped
Zubat,Common,40,70,Paralyze,Great Ball,Escaped
Arcanine,Rare,14,25,None,Ultra Ball,Caught
Rattata,Common,41,52,Poison,Great Ball,Escaped
Zigzagoon,Common,35,23,Sleep,Poke Ball,Escaped
Bidoof,Common,20,6,Paralyze,Great Ball,Caught
Poliwag,Common,68,51,Paralyze,Ultra Ball,Caught
Giratina,Legendary,54,94,Sleep,Poke Ball,Escaped
Oddish,Common,68,77,Sleep,Ultra Ball,Escaped
Aerodactyl,Rare,96,25,Paralyze,Poke Ball,Escaped
Beldum,Rare,8,59,None,Great Ball,Escaped
Caterpie,Common,77,79,Poison,Poke Ball,Escaped
Oddish,Common,12,88,Paralyze,Ultra Ball,Caught
Rayquaza,Legendary,55,85,None,Poke Ball,Escaped
Gyarados,Rare,85,49,Paralyze,Poke Ball,Escaped
Bidoof,Common,15,40,None,Ultra Ball,Caught
Lapras,Rare,51,56,Poison,Ultra Ball,Escaped
Weedle,Common,69,70,None,Ultra Ball,Escaped
Zigzagoon,Common,84,78,Sleep,Ultra Ball,Caught
Dratini,Rare,14,80,Sleep,Ultra Ball,Escaped
Beldum,Rare,46,82,None,Ultra Ball,Escaped
Gyarados,Rare,53,8,None,Ultra Ball,Caught
Snorlax,Rare,9,85,Paralyze,Great Ball,Escaped
Aerodactyl,Rare,37,87,None,Ultra Ball,Escaped
Magikarp,Common,3,94,None,Ultra Ball,Caught
Giratina,Legendary,4,38,None,Great Ball,Escaped
Magikarp,Common,25,24,Sleep,Poke Ball,Caught
Oddish,Common,39,23,None,Ultra Ball,Caught
Scyther,Rare,17,71,None,Ultra Ball,Escaped
Pidgey,Common,52,65,Paralyze,Poke Ball,Escaped
Articuno,Legendary,25,33,None,Poke Ball,Escaped
Gible,Rare,33,88,None,Ultra Ball,Escaped
Geodude,Common,81,87,Paralyze,Poke Ball,Escaped
Geodude,Common,2,41,Sleep,Great Ball,Caught
Sentret,Common,36,20,Sleep,Great Ball,Caught
Magikarp,Common,70,17,None,Ultra Ball,Caught
Poliwag,Common,91,41,None,Poke Ball,Escaped
Aerodactyl,Rare,31,63,Poison,Poke Ball,Escaped
Larvitar,Rare,61,37,None,Ultra Ball,Escaped
Oddish,Common,48,100,Poison,Ultra Ball,Caught
Dratini,Rare,6,90,None,Ultra Ball,Escaped
Gible,Rare,31,98,None,Ultra Ball,Escaped
Zigzagoon,Common,84,11,None,Poke Ball,Escaped
Dratini,Rare,75,2,None,Ultra Ball,Escaped
Palkia,Legendary,61,100,Paralyze,Poke Ball,Escaped
Lapras,Rare,11,87,None,Ultra Ball,Escaped
Sentret,Common,74,100,None,Ultra Ball,Escaped
Zigzagoon,Common,88,70,Paralyze,Great Ball,Escaped
Rattata,Common,11,17,None,Great Ball,Caught
Mewtwo,Legendary,75,93,None,Ultra Ball,Escaped
Weedle,Common,74,59,Poison,Great Ball,Escaped
Magikarp,Common,24,54,Poison,Great Ball,Escaped
Snorlax,Rare,12,85,Sleep,Ultra Ball,Caught
Larvitar,Rare,88,72,Poison,Great Ball,Escaped
Geodude,Common,14,47,None,Poke Ball,Escaped
Zapdos,Legendary,8,93,None,Ultra Ball,Escaped
Magikarp,Common,61,3,None,Ultra Ball,Caught
Zigzagoon,Common,54,23,Sleep,Great Ball,Caught
Magikarp,Common,58,78,None,Ultra Ball,Escaped
Geodude,Common,82,31,None,Ultra Ball,Escaped
Weedle,Common,83,52,None,Great Ball,Escaped
Larvitar,Rare,49,23,None,Great Ball,Escaped
Caterpie,Common,39,75,Sleep,Poke Ball,Escaped
Magikarp,Common,83,45,Sleep,Poke Ball,Escaped
Scyther,Rare,7,22,None,Ultra Ball,Escaped
Snorlax,Rare,36,62,Sleep,Poke Ball,Escaped
Oddish,Common,18,3,Poison,Poke Ball,Escaped
Dialga,Legendary,92,58,Paralyze,Great Ball,Escaped
Rattata,Common,16,90,Sleep,Poke Ball,Escaped
Beldum,Rare,15,34,Paralyze,Great Ball,Caught
Bidoof,Common,7,86,Paralyze,Ultra Ball,Caught
Scyther,Rare,13,30,Poison,Ultra Ball,Caught
Gyarados,Rare,7,27,None,Great Ball,Escaped
Palkia,Legendary,83,39,None,Ultra Ball,Escaped
Magikarp,Common,18,81,Sleep,Ultra Ball,Caught
Magikarp,Common,94,47,None,Poke Ball,Escaped
Articuno,Legendary,75,97,None,Great Ball,Escaped
Caterpie,Common,12,50,Poison,Ultra Ball,Caught
Snorlax,Rare,77,76,None,Ultra Ball,Escaped
Zigzagoon,Common,53,77,None,Poke Ball,Escaped
Bagon,Rare,60,61,None,Poke Ball,Escaped
Oddish,Common,61,2,None,Ultra Ball,Caught
Poliwag,Common,16,9,Sleep,Poke Ball,Caught
Weedle,Common,43,59,None,Ultra Ball,Escaped
Oddish,Common,2,29,None,Great Ball,Caught
Scyther,Rare,50,16,None,Ultra Ball,Escaped
Arceus,Legendary,36,31,Paralyze,Poke Ball,Escaped
Oddish,Common,57,16,None,Ultra Ball,Caught
Sentret,Common,48,67,Sleep,Great Ball,Escaped
Weedle,Common,3,42,None,Poke Ball,Escaped
Geodude,Common,7,16,None,Ultra Ball,Caught
Aerodactyl,Rare,31,95,Poison,Ultra Ball,Escaped
Oddish,Common,1,25,Poison,Great Ball,Caught
Weedle,Common,70,80,None,Great Ball,Escaped
Magikarp,Common,29,30,Paralyze,Ultra Ball,Caught
Pidgey,Common,62,42,None,Great Ball,Escaped
Poliwag,Common,97,84,None,Great Ball,Escaped
Geodude,Common,16,100,None,Ultra Ball,Caught
Caterpie,Common,78,64,None,Ultra Ball,Escaped
Caterpie,Common,6,74,Paralyze,Ultra Ball,Caught
Sentret,Common,96,70,Paralyze,Ultra Ball,Escaped
Pidgey,Common,61,83,None,Great Ball,Escaped
Bagon,Rare,52,88,Sleep,Ultra Ball,Escaped
Larvitar,Rare,90,86,None,Ultra Ball,Escaped
Chansey,Rare,73,11,Paralyze,Ultra Ball,Caught
Rattata,Common,2,38,Paralyze,Ultra Ball,Caught
Lapras,Rare,16,59,None,Great Ball,Escaped
Geodude,Common,93,77,None,Great Ball,Escaped
Dialga,Legendary,12,24,Paralyze,Poke Ball,Escaped
Weedle,Common,26,59,Sleep,Poke Ball,Escaped
Magikarp,Common,27,65,None,Great Ball,Escaped
Gible,Rare,7,97,None,Great Ball,Escaped
Gible,Rare,46,11,None,Ultra Ball,Escaped
Rayquaza,Legendary,73,11,Sleep,Great Ball,Escaped
Gyarados,Rare,39,53,None,Great Ball,Escaped
Weedle,Common,70,21,Sleep,Poke Ball,Caught
Lapras,Rare,99,89,None,Great Ball,Escaped
Rattata,Common,70,48,Sleep,Poke Ball,Escaped
Arcanine,Rare,23,11,Poison,Poke Ball,Caught
Pidgey,Common,54,28,None,Ultra Ball,Escaped
Scyther,Rare,7,99,Sleep,Great Ball,Escaped
Dialga,Legendary,84,36,Paralyze,Ultra Ball,Escaped
Dratini,Rare,23,61,None,Great Ball,Escaped
Magikarp,Common,9,11,Paralyze,Great Ball,Caught
Lapras,Rare,66,12,Poison,Great Ball,Escaped
Poliwag,Common,1,45,None,Great Ball,Caught
Beldum,Rare,72,78,Sleep,Ultra Ball,Escaped
Magikarp,Common,40,83,None,Ultra Ball,Escaped
Pidgey,Common,48,76,None,Poke Ball,Escaped
Larvitar,Rare,62,62,None,Poke Ball,Escaped
Poliwag,Common,25,30,None,Ultra Ball,Escaped
Bidoof,Common,46,35,None,Poke Ball,Escaped
Chansey,Rare,100,19,Paralyze,Poke Ball,Escaped
Arceus,Legendary,89,49,Paralyze,Great Ball,Escaped
Bagon,Rare,22,49,Paralyze,Poke Ball,Escaped
Beldum,Rare,2,57,None,Great Ball,Escaped
Caterpie,Common,100,56,None,Ultra Ball,Escaped
Rattata,Common,4,70,Paralyze,Ultra Ball,Caught
Lugia,Legendary,33,83,None,Great Ball,Escaped
Sentret,Common,34,1,Sleep,Great Ball,Caught
Arcanine,Rare,26,52,Paralyze,Ultra Ball,Escaped
Caterpie,Common,33,38,Sleep,Poke Ball,Escaped
Sentret,Common,21,9,Paralyze,Poke Ball,Caught
Aerodactyl,Rare,62,50,Sleep,Ultra Ball,Caught
Magikarp,Common,25,31,None,Great Ball,Caught
Sentret,Common,39,91,Sleep,Great Ball,Caught
Zigzagoon,Common,55,40,Paralyze,Poke Ball,Caught
Magikarp,Common,21,79,None,Great Ball,Escaped
Arceus,Legendary,11,51,Sleep,Poke Ball,Escaped
Geodude,Common,29,35,None,Poke Ball,Escaped
Sentret,Common,23,75,Sleep,Great Ball,Escaped
Sentret,Common,12,98,Paralyze,Poke Ball,Escaped
Oddish,Common,3,28,None,Ultra Ball,Caught
Snorlax,Rare,3,60,Paralyze,Great Ball,Escaped
Palkia,Legendary,37,77,Sleep,Great Ball,Escaped
Oddish,Common,85,64,Paralyze,Ultra Ball,Caught
Caterpie,Common,74,85,None,Poke Ball,Escaped
Bagon,Rare,94,81,Sleep,Great Ball,Escaped
Zigzagoon,Common,63,44,None,Poke Ball,Escaped
Caterpie,Common,54,60,Sleep,Great Ball,Escaped
Kyogre,Legendary,72,97,None,Poke Ball,Escaped
Rattata,Common,56,58,None,Poke Ball,Escaped
Weedle,Common,14,49,Sleep,Poke Ball,Caught
Zubat,Common,76,74,None,Poke Ball,Escaped
Sentret,Common,97,76,Paralyze,Ultra Ball,Escaped
Geodude,Common,87,19,None,Poke Ball,Escaped
Magikarp,Common,65,6,None,Great Ball,Escaped
Poliwag,Common,69,14,Paralyze,Ultra Ball,Caught
Weedle,Common,11,26,None,Poke Ball,Caught
Caterpie,Common,60,86,Poison,Great Ball,Escaped
Geodude,Common,54,35,None,Poke Ball,Escaped
Geodude,Common,1,4,None,Great Ball,Caught
Oddish,Common,5,63,Poison,Great Ball,Escaped
Poliwag,Common,51,85,Sleep,Great Ball,Escaped
Rattata,Common,42,23,None,Great Ball,Escaped
Articuno,Legendary,17,57,None,Great Ball,Escaped
Geodude,Common,93,15,Paralyze,Great Ball,Caught
Magikarp,Common,24,66,None,Great Ball,Escaped
Geodude,Common,57,75,Paralyze,Poke Ball,Escaped
Caterpie,Common,36,98,Poison,Poke Ball,Escaped
Caterpie,Common,47,7,Paralyze,Great Ball,Caught
Magikarp,Common,81,45,None,Poke Ball,Escaped
Caterpie,Common,44,91,None,Great Ball,Escaped
Zigzagoon,Common,82,34,Sleep,Ultra Ball,Caught
Magikarp,Common,59,55,None,Poke Ball,Escaped
Snorlax,Rare,71,87,Paralyze,Poke Ball,Escaped
Beldum,Rare,32,73,None,Poke Ball,Escaped
Zigzagoon,Common,4,47,Sleep,Ultra Ball,Caught
Lugia,Legendary,91,51,None,Ultra Ball,Escaped
Oddish,Common,36,53,None,Great Ball,Escaped
Gible,Rare,52,66,Poison,Ultra Ball,Escaped
Bidoof,Common,30,60,Paralyze,Poke Ball,Escaped
Bidoof,Common,76,20,None,Ultra Ball,Caught
Magikarp,Common,24,6,None,Poke Ball,Caught
Bidoof,Common,60,33,None,Great Ball,Escaped
Dratini,Rare,44,29,None,Poke Ball,Escaped
Caterpie,Common,86,80,None,Great Ball,Escaped
Dratini,Rare,50,69,None,Great Ball,Escaped
Gyarados,Rare,26,2,None,Ultra Ball,Caught
Pidgey,Common,55,21,Paralyze,Ultra Ball,Caught
Pidgey,Common,100,67,None,Great Ball,Escaped
Ho-Oh,Legendary,35,75,Sleep,Ultra Ball,Escaped
Ho-Oh,Legendary,17,15,None,Ultra Ball,Escaped
Zigzagoon,Common,55,100,None,Great Ball,Escaped
Poliwag,Common,74,35,Poison,Poke Ball,Escaped
Caterpie,Common,96,13,None,Ultra Ball,Caught
Beldum,Rare,92,21,Sleep,Ultra Ball,Caught
Zubat,Common,87,18,Poison,Great Ball,Escaped
Bidoof,Common,59,25,None,Ultra Ball,Escaped
Bidoof,Common,87,7,None,Poke Ball,Escaped
Poliwag,Common,79,33,Poison,Great Ball,Escaped
Arceus,Legendary,75,16,Poison,Ultra Ball,Escaped
Mewtwo,Legendary,9,24,None,Great Ball,Escaped
Dialga,Legendary,47,91,None,Poke Ball,Escaped
Magikarp,Common,44,26,Poison,Ultra Ball,Caught
Oddish,Common,3,50,None,Great Ball,Escaped
Caterpie,Common,54,63,Paralyze,Ultra Ball,Caught
Sentret,Common,17,60,Paralyze,Poke Ball,Escaped
Oddish,Common,9,69,Poison,Ultra Ball,Caught
Sentret,Common,47,16,Paralyze,Great Ball,Caught
Caterpie,Common,28,89,Sleep,Great Ball,Caught
Rattata,Common,43,44,None,Ultra Ball,Escaped
Weedle,Common,87,32,Sleep,Ultra Ball,Caught
Beldum,Rare,33,62,None,Ultra Ball,Escaped
Geodude,Common,55,77,Sleep,Poke Ball,Escaped
Zigzagoon,Common,49,42,Paralyze,Poke Ball,Escaped
Dialga,Legendary,6,29,Sleep,Great Ball,Escaped
Snorlax,Rare,51,77,Sleep,Ultra Ball,Escaped
Poliwag,Common,82,67,Sleep,Ultra Ball,Escaped
Mewtwo,Legendary,64,73,None,Ultra Ball,Escaped
